n_sq_ar;c_ar;c_arinsee;l_ar;l_aroff;n_sq_co;surface;perimetre;geom_x_y;geom
750000003;3;75103;3ème Ardt;Temple;750001537;1170882.82818778;4519.26364836;48.862872380016924,2.360000985897691;"{""coordinates"": [[[2.3638280960629254, 48.86750443060333], [2.363889283103472, 48.86746799613759], [2.3638952720579973, 48.86746439462841], [2.3639061516144504, 48.86745794031929], [2.3639604108556003, 48.86742562395425], [2.3640508884034372, 48.86737182228858], [2.364136202212002, 48.867320900690295], [2.364196150694384, 48.86728527518643], [2.3642310460574043, 48.867264504998545], [2.3642488892099327, 48.8672538841255], [2.3642623747541154, 48.867231487510104], [2.364317526957068, 48.8671399217101], [2.364378833526726, 48.86703799037503], [2.3644377454267644, 48.86694013469137], [2.364453713081411, 48.86691372487684], [2.3644895295777077, 48.86685418348327], [2.3644992152171036, 48.86683808273435], [2.364499503250019, 48.86683760311589], [2.3645171783797516, 48.866808221039065], [2.3645445492160286, 48.86676280301149], [2.3646745221504135, 48.86654659693744], [2.3647355204417315, 48.86644512599779], [2.36475122528485, 48.866419003427225], [2.365405891553086, 48.865329956101675], [2.36579983886103, 48.8646722169341], [2.3658354929596155, 48.86461277310069], [2.3658359312425987, 48.8646120424582], [2.3667030510352505, 48.86316992059441], [2.366717752493784, 48.8631391616644], [2.3667351811910016, 48.863100129702765], [2.3667515140177042, 48.8630601934936], [2.366765386678585, 48.86301900316817], [2.36690109293189, 48.86245701276737], [2.367101341265477, 48.86162755795482], [2.367265176116383, 48.86094919413815], [2.3674656909806013, 48.860099860793426], [2.3676197000626797, 48.85945764420397], [2.3680685704685174, 48.857586669599335], [2.368227316713132, 48.85692403815294], [2.3682277373678895, 48.856922280347035], [2.3684797219026397, 48.85583080956414], [2.3685123713934337, 48.85573412813671], [2.3644502349140466, 48.856409028484], [2.3643044356845255, 48.85645519560448], [2.3628314671452637, 48.85690401549028], [2.361751317180406, 48.8572513762784], [2.360695193360699, 48.857691530018464], [2.3593718739388545, 48.858323455910146], [2.3593175211347863, 48.85835638148137], [2.3588079516096805, 48.85869587068338], [2.3583547994014866, 48.859021847967774], [2.356903330605401, 48.860065821054995], [2.3568623149031422, 48.86008003786547], [2.3534728461757983, 48.86121763195601], [2.3533407894258884, 48.86127277511488], [2.351652480206598, 48.86165053324886], [2.350156041756734, 48.86199119077518], [2.350214645870494, 48.86209499953653], [2.35094763985509, 48.86340330447355], [2.3509491052189238, 48.86340592861751], [2.351518483670822, 48.8644258050741], [2.3519744009525674, 48.865239674871255], [2.352530424441133, 48.86623248929979], [2.3529754543993926, 48.86703206009141], [2.3542605804166112, 48.86933005072561], [2.355851251424401, 48.8689649520664], [2.3561222374296085, 48.86890277368019], [2.356376304637887, 48.868852637609784], [2.3572766112334955, 48.8687118335507], [2.359012067001678, 48.86845538670618], [2.3596612916156774, 48.868361640343835], [2.362346353900449, 48.86797347883055], [2.362609137875383, 48.86793726270754], [2.362835821366177, 48.867904657146255], [2.3629504411057183, 48.86788818068916], [2.363097114419806, 48.86786700925894], [2.3631910203585984, 48.86785349809154], [2.363264895211807, 48.867842872396096], [2.3633410677632556, 48.86779437773357], [2.3634205128064965, 48.86774714781237], [2.3635867640020085, 48.86764809983902], [2.3636957808810046, 48.86758323620126], [2.363748973379518, 48.86755155729217], [2.363750154346529, 48.86755085309052], [2.3637609199756833, 48.86754446563982], [2.3637669089478743, 48.86754086413737], [2.3638280960629254, 48.86750443060333]]], ""type"": ""Polygon""}"
750000009;9;75109;9ème Ardt;Opéra;750001537;2178303.27487137;6471.5882901;48.877163517328796,2.337457543482544;"{""coordinates"": [[[2.3397765430833624, 48.882029347225085], [2.339816044703111, 48.882023575505244], [2.3415754314739616, 48.882367507092404], [2.3418887956340417, 48.88242876126407], [2.3419887412846294, 48.88244829819207], [2.343903993171749, 48.88282265597415], [2.3444366876695772, 48.882930576205595], [2.3444466970311666, 48.882932604143186], [2.3445147533814152, 48.88294587136562], [2.346629952252192, 48.883358163908525], [2.346656128621728, 48.88336326566054], [2.346660904646249, 48.88336419734837], [2.3467752425048705, 48.8833864824888], [2.3469503876273143, 48.88342061872497], [2.347000796674597, 48.88342663229518], [2.3471343231370545, 48.88344255916091], [2.3472407443210255, 48.88345525339857], [2.3488163378347418, 48.88364318120608], [2.349336904647282, 48.88370526550675], [2.3495056411303543, 48.88372538847324], [2.349590125124536, 48.883487518861706], [2.3497085688271153, 48.88222268077425], [2.3498294878111854, 48.88108939531484], [2.3498589552193176, 48.88062644990073], [2.349524398681917, 48.87968520812035], [2.349515247916176, 48.87966938500461], [2.349291761388838, 48.87904846263942], [2.349196610503572, 48.878546680359925], [2.349113866593974, 48.87747789540671], [2.3490849481480267, 48.87742251003852], [2.348661300659858, 48.876634067460785], [2.3483211304351137, 48.876019723679214], [2.348246506811587, 48.87579373610379], [2.3479119512804676, 48.8740239108311], [2.3479004732664683, 48.87200665602144], [2.347880282483183, 48.870704148509446], [2.343068934219441, 48.87148887381476], [2.340044231908511, 48.871980826423716], [2.3398980922569454, 48.87195573212607], [2.339735558883668, 48.87192782312047], [2.3370963508920277, 48.87147459083911], [2.3370086994248376, 48.87145858186232], [2.3341504456664643, 48.87097007109563], [2.332082346211126, 48.870616598401035], [2.3298403416098408, 48.870231963004834], [2.328007329038849, 48.86991742140716], [2.32800689975765, 48.86991772657224], [2.32799095019138, 48.86992896784401], [2.3258412847848726, 48.869563052717645], [2.3258362544719646, 48.86956219698903], [2.326092293231459, 48.87056666319081], [2.3262720043315954, 48.871265732444776], [2.326495591743538, 48.872135452292795], [2.3267538759140076, 48.873140088212544], [2.3268503671625873, 48.87327857975425], [2.326965732381474, 48.87353902168278], [2.327005715541545, 48.87362928748249], [2.327053132001901, 48.87373633176038], [2.3270255916115965, 48.873842805331414], [2.3270135859435928, 48.873889209406634], [2.326938106427548, 48.874181014576564], [2.3265757247989383, 48.87558250070604], [2.3268468795853043, 48.87562578387358], [2.326945818010716, 48.877846008743866], [2.3269482700094026, 48.877904636771454], [2.326951408538567, 48.87797829926149], [2.3270208634423613, 48.87962208328785], [2.327021614053649, 48.87964376867153], [2.327062207951853, 48.880817947440576], [2.327120759511439, 48.88212774003314], [2.3271812663100526, 48.88348115420054], [2.32729514794786, 48.883499830216635], [2.32742928183364, 48.8835218260109], [2.3275588713065525, 48.883549380979396], [2.327734810636101, 48.88358679283678], [2.327836696355674, 48.88360845690434], [2.3281404832962798, 48.88370820713814], [2.328353147291763, 48.88384621291074], [2.32851928394578, 48.88395402580749], [2.329130458648277, 48.88435063225717], [2.3292037942308164, 48.88439822114492], [2.3292610679632255, 48.88443538759466], [2.329442839038818, 48.88455334033301], [2.329708012602757, 48.884491113002674], [2.3304711649255263, 48.884312022998834], [2.330554907641324, 48.88429236963992], [2.332122369294016, 48.883924508229285], [2.3324418380034335, 48.88384953021603], [2.3324725873903995, 48.883839703798955], [2.3325003367343027, 48.88383083552288], [2.332600608866796, 48.88379813456144], [2.3326861956960916, 48.8837702287377], [2.3328452941930444, 48.88372270530405], [2.3348877618733326, 48.88311258106062], [2.334974266341849, 48.88308673816336], [2.336953848594746, 48.882495348164355], [2.3370497397048418, 48.882466700370756], [2.3371494868027276, 48.882438710575705], [2.337199093424891, 48.882424792860704], [2.337303036168593, 48.88239562555723], [2.3373039092708323, 48.88239538037588], [2.33782395371211, 48.88230779313891], [2.337888137441609, 48.88229866466211], [2.3380491457979615, 48.88227576766388], [2.3394993485775615, 48.8820695149015], [2.3395864310275827, 48.88205712945715], [2.339597712544355, 48.88205548025938], [2.3396781038762704, 48.8820437314389], [2.3397765430833624, 48.882029347225085]]], ""type"": ""Polygon""}"
750000005;5;75105;5ème Ardt;Panthéon;750001537;2539374.62284532;6239.19539614;48.844443150532726,2.3507146095752596;"{""coordinates"": [[[2.364433128355796, 48.84614003688701], [2.3648364137098064, 48.84584371301591], [2.366029183892614, 48.84493028592922], [2.3651507681272608, 48.8444324054548], [2.3650958874434265, 48.84439550756652], [2.3650447310773903, 48.84435635403799], [2.365032725481695, 48.84434637127702], [2.3649544598733367, 48.84427190164975], [2.364945618729382, 48.84426221807595], [2.364918949269239, 48.844227596838365], [2.3648960833713524, 48.84419181672511], [2.3648842562025973, 48.84416988150041], [2.3648614243170574, 48.844123264270046], [2.3648507631663924, 48.84409588331012], [2.3648454742979608, 48.84408229287991], [2.3648329904386944, 48.84404704992669], [2.3647887665438057, 48.843963705243986], [2.3647689031233794, 48.84393694183646], [2.3646979327417657, 48.843841324514614], [2.3646331024240292, 48.84375398149015], [2.3645614609025403, 48.84365746024471], [2.3645014505628463, 48.84357659474676], [2.3621094023078384, 48.840353567539715], [2.3618160282135987, 48.839961280557354], [2.361609456840509, 48.839895604001015], [2.3614076334689726, 48.839831438177406], [2.359150042830026, 48.83911364264899], [2.357796235375642, 48.838683241702654], [2.3569529853774496, 48.838415144434144], [2.355860810901035, 48.8380666907322], [2.355350982071259, 48.83790366372323], [2.3527209048408593, 48.83706260185904], [2.351869262482331, 48.836796257376555], [2.351844303854664, 48.83678874372696], [2.3518184269341873, 48.836782766611336], [2.351791817719378, 48.83677837830095], [2.3517647046307903, 48.83677561600792], [2.351761632175884, 48.83677541408742], [2.351662601137317, 48.836780011844], [2.348985650749764, 48.83708689797264], [2.3471967452128952, 48.83729247304476], [2.347075777971602, 48.837310206661044], [2.3470027576645327, 48.83732127049056], [2.3444676010301704, 48.83785942467488], [2.342071226736171, 48.83836414501375], [2.3397399117890805, 48.83885353201492], [2.3396909272678297, 48.838865336522495], [2.336728982141496, 48.83965349513613], [2.336756578909176, 48.84013064316127], [2.3367693325685592, 48.8403524498223], [2.33678083461195, 48.840552486649806], [2.3367894741896915, 48.84070272499459], [2.336842730197114, 48.84069978342571], [2.3369016177948234, 48.84070077989398], [2.3369356213315746, 48.84070491389417], [2.3369589959454835, 48.84070775684124], [2.3370148646797766, 48.840720713370324], [2.3370677120359225, 48.840738652701475], [2.3371160305313787, 48.840759582484694], [2.337156799999675, 48.84078549607204], [2.3371930395366274, 48.84081041323088], [2.337235317786427, 48.84084529642554], [2.337270047293897, 48.84088117744949], [2.337303512384953, 48.840925956072546], [2.337764785886199, 48.84174634979288], [2.3377652482576807, 48.841747170774234], [2.3381761725675316, 48.84250022062668], [2.3389739330197052, 48.84395648699699], [2.3402552075549647, 48.8462795139297], [2.3402556231698792, 48.84628026718781], [2.340499140630554, 48.846712270375306], [2.3408376710273155, 48.84734435534473], [2.340838057046031, 48.84734507965737], [2.3409247340740027, 48.84748383102833], [2.341472290113075, 48.84836932078944], [2.342651569583266, 48.850306839825016], [2.3426778705512987, 48.850357652304076], [2.343168550439539, 48.85138855000365], [2.343827591571449, 48.85276907953127], [2.3442835666516255, 48.85374961747232], [2.3445926774963546, 48.85404922924987], [2.3447023842716668, 48.85401280281105], [2.344786048917527, 48.85398681097383], [2.346818865813063, 48.85333520547157], [2.3468722799743054, 48.85331910451213], [2.3469465470638604, 48.85329364714173], [2.3484702016689214, 48.852612295947125], [2.349260362051209, 48.85229234433646], [2.3493817817576956, 48.85224131510571], [2.349641135827662, 48.85213952141158], [2.3498736248816687, 48.85205664391271], [2.3499066249642824, 48.85204488067914], [2.3499795165388413, 48.8520205030605], [2.350042856182301, 48.85200027080068], [2.350223159073935, 48.851947355338176], [2.3516010004687713, 48.85159448621469], [2.352515571675153, 48.85139005011576], [2.353185438178182, 48.85129993882603], [2.3537059571596846, 48.85122090305135], [2.3553476681623344, 48.850734674367466], [2.3555115681982883, 48.85068617911408], [2.3555993182000363, 48.85065800907336], [2.3556485112107897, 48.850642175541836], [2.3579975384069685, 48.84988502279395], [2.3580565343281443, 48.84986603286679], [2.35814823460726, 48.84983921409182], [2.358250003838454, 48.849803680532304], [2.3583298496530865, 48.8497779420136], [2.358545112198726, 48.84970856698768], [2.3588729597838105, 48.84959426681244], [2.359174815637675, 48.849479303998244], [2.35935083229796, 48.8494035504202], [2.3595689538631137, 48.84930521878593], [2.359692984104018, 48.84924384592457], [2.3598164850506382, 48.84918160671849], [2.3607980367423154, 48.84863266039114], [2.360799077361141, 48.84863203460226], [2.361514791805425, 48.848231790453404], [2.3618917021357695, 48.84799223217023], [2.362493498379018, 48.84762241031229], [2.364433128355796, 48.84614003688701]]], ""type"": ""Polygon""}"
750000019;19;75119;19ème Ardt;Buttes-Chaumont;750001537;6792651.12902648;11253.1824786;48.8870759965725,2.384820960152513;"{""coordinates"": [[[2.3894286961321605, 48.901218118234496], [2.390136215815395, 48.901084375671296], [2.3907099422043108, 48.90097591958609], [2.3907106466338135, 48.900975522076756], [2.3909564582862437, 48.9008369815425], [2.392640145228888, 48.89988801089711], [2.3935103743360826, 48.89939750500468], [2.393601297075565, 48.89934625493214], [2.3936203537738434, 48.89933551290441], [2.395520441908473, 48.89826446427242], [2.39553346021, 48.89824330708538], [2.3957234463174952, 48.89793454949884], [2.3959354956482004, 48.89758993207029], [2.3959665182475978, 48.89753951383185], [2.3969444338839776, 48.89595015466797], [2.3977716933944992, 48.89460556646633], [2.3980445370662826, 48.893559344278685], [2.398621706345133, 48.89134604370244], [2.39880738505451, 48.89032886503271], [2.3989506926697026, 48.88954378398955], [2.3989562278896286, 48.88951345432339], [2.3991044865478552, 48.88870122620871], [2.3991060122966164, 48.888692862088135], [2.399144576445965, 48.88848158390099], [2.3991594677160792, 48.88840000207652], [2.3991905938404705, 48.88822947341056], [2.3991952607607594, 48.88767040399914], [2.399196014174414, 48.887580049334034], [2.399201672897682, 48.88690215082978], [2.399204806432308, 48.88652678667906], [2.3992063028434307, 48.88634744676983], [2.3992067863173365, 48.88628946806017], [2.3992071924930274, 48.88624067104542], [2.3992081698957426, 48.88612357062483], [2.3992093717380865, 48.88597968857956], [2.399210054411377, 48.88589782482925], [2.399210351969264, 48.88586222391954], [2.3992134793803777, 48.88548761571428], [2.399214074917856, 48.885416258286355], [2.3992158447815397, 48.88541308356197], [2.399250448355164, 48.88535100691602], [2.399469443152347, 48.88495814419402], [2.3994915932548366, 48.88491840625049], [2.3995001652923174, 48.88490303033566], [2.39955162123501, 48.88481071919049], [2.3997740940222383, 48.8844116057926], [2.3998305548208694, 48.884310313747704], [2.3999314590400447, 48.884129291782195], [2.399931907413983, 48.88412848643604], [2.4001080697073203, 48.88381244633414], [2.400108403024121, 48.88381215842169], [2.400108736351279, 48.883811869609914], [2.4007125425006004, 48.88329002226056], [2.4010049520605774, 48.88303729938833], [2.4010407923638306, 48.883006323368484], [2.4012604747843307, 48.882816454944496], [2.4014351127968805, 48.88266551483791], [2.4014909494254333, 48.88261725468231], [2.4014913989878006, 48.882617054581445], [2.4014918499136133, 48.88261685448737], [2.4016222941435306, 48.8825590278653], [2.402424685599307, 48.88220330791341], [2.4025004052524768, 48.88216973897538], [2.4026059304448264, 48.8821229556324], [2.4026781069664445, 48.88209095711069], [2.403395413041927, 48.88177294375691], [2.403448092614839, 48.88174958905633], [2.4034910851631155, 48.88173052801443], [2.4037245756994747, 48.881627009572], [2.404627505593768, 48.8812266849622], [2.4059161940754343, 48.88096332738936], [2.405917964014187, 48.88096296564968], [2.406285141658351, 48.880887926162615], [2.4066968069958268, 48.88080379260086], [2.4069481474070256, 48.88075242460971], [2.4071674579080473, 48.880707601969135], [2.407425625588928, 48.880654836853495], [2.4076355813749366, 48.88061192488662], [2.4082160464434423, 48.880493284845244], [2.4083437652984774, 48.88046718001703], [2.4084988361918978, 48.88043548508039], [2.4093448919561964, 48.8802625515043], [2.4094021708719793, 48.88019204177484], [2.4099507301979854, 48.87951676195679], [2.4106833272175767, 48.878614896768454], [2.410773954593294, 48.878503327950696], [2.4108383936758684, 48.878423997896704], [2.4108388540828622, 48.878423435384455], [2.4108245188701773, 48.87841916677064], [2.409817719160652, 48.878130597172], [2.409690250478681, 48.87809406120139], [2.4094367134743075, 48.87802139145943], [2.40938109369322, 48.87800544806402], [2.409343557652538, 48.87799468946349], [2.409238246453338, 48.877964503666], [2.4092051967421946, 48.877955030717274], [2.4089112342906556, 48.87787079192176], [2.408496355541624, 48.87775185065486], [2.408477550336293, 48.87774645978991], [2.408455639693176, 48.877740179429196], [2.4083981980057954, 48.87772371484925], [2.408371003400681, 48.877715919071456], [2.4080791042012173, 48.87763224778045], [2.407200517699776, 48.877317131752065], [2.4069649063368947, 48.877232624840055], [2.406937502206415, 48.8772227952082], [2.4066785285153416, 48.87717673073552], [2.4064630610347804, 48.87713864352644], [2.4059717916077163, 48.87700935632209], [2.4025674709029214, 48.87600687749812], [2.4025322884413756, 48.876002044272845], [2.3993267824531, 48.875568319904794], [2.3989642980697763, 48.875486777425735], [2.3989323881317284, 48.87548032098539], [2.397939435515471, 48.87545406102719], [2.397300688616711, 48.87543488904756], [2.3953300441787144, 48.87525363912763], [2.3935316368799686, 48.875349248869256], [2.3930517744668323, 48.87537322478995], [2.391968416309883, 48.87545001497465], [2.391964519151495, 48.87545029195934], [2.391769372899805, 48.875464192628264], [2.391768839361778, 48.87546423038733], [2.390397300406549, 48.87544573242419], [2.3897767269819563, 48.875335142620514], [2.3895087034269036, 48.875212696187866], [2.3889764733233183, 48.87496654209419], [2.3885480678613984, 48.87478733168135], [2.388210846222737, 48.87471482667855], [2.387440933639891, 48.874670925678025], [2.387000009806374, 48.87464351421091], [2.3869289805270224, 48.87463682184713], [2.386843324242336, 48.874619400116956], [2.386768197573496, 48.87459676397185], [2.386300261841857, 48.87441162672127], [2.385694105241501, 48.87410451936258], [2.3852134407629464, 48.873859223406704], [2.385067374585067, 48.87380038334211], [2.3849607294997677, 48.87376427756801], [2.3849224103164333, 48.87375251343976], [2.3844462508264286, 48.87365496481022], [2.3831005372693586, 48.87348358031652], [2.382568776370563, 48.873396116826484], [2.382234719898731, 48.873340047377596], [2.381896424131374, 48.87327489699849], [2.380589626252265, 48.87300894639827], [2.380204427883755, 48.87292447717802], [2.379852770128821, 48.87284061845352], [2.379546789143304, 48.87276654459641], [2.379263848750158, 48.87269300042866], [2.378973407272047, 48.87261460162307], [2.3769887365432156, 48.87206217934376], [2.376916676643023, 48.872127564635115], [2.375194023128219, 48.873690573773565], [2.3751192543505004, 48.87375841064686], [2.3750176144933586, 48.87384431781285], [2.3747805582633936, 48.87404467392198], [2.3747139366268017, 48.87410314873359], [2.3743969966201517, 48.8743816265426], [2.3742499154076344, 48.87451085839535], [2.374216881977977, 48.874539882608005], [2.3737226603566945, 48.87497411816984], [2.3735924904611596, 48.87508848440865], [2.3724339136843695, 48.876106392277556], [2.3723901957645075, 48.87614480024458], [2.3721142345426496, 48.876387249625466], [2.37046376557626, 48.87782901908685], [2.3702765383475555, 48.877992563591135], [2.37027321163372, 48.878360954731235], [2.370272480418818, 48.878441839482846], [2.370271701314383, 48.87851506976475], [2.3702711929576514, 48.8785629762871], [2.3702564556867194, 48.879961170627354], [2.3702558086882615, 48.88002313379204], [2.3702547846842577, 48.880123942445586], [2.370254729989766, 48.880128240057694], [2.370247009185694, 48.88072906708158], [2.370239360456404, 48.88144727821999], [2.370238927039442, 48.881487967891886], [2.370238427692789, 48.88152272074321], [2.370237438593187, 48.881591545700935], [2.370226824156397, 48.882330810147124], [2.3702256288585017, 48.88241408977614], [2.3702251829960947, 48.88244520779392], [2.370224734340819, 48.882476331192095], [2.3702246909500695, 48.882479355405444], [2.370222249078948, 48.8826494766045], [2.3702221497989346, 48.88265024410866], [2.370221518055574, 48.882655125037594], [2.370221062200639, 48.88265865430197], [2.3702203641543598, 48.882664056492494], [2.3702202124310845, 48.88266521402926], [2.3702179778007224, 48.88267296707506], [2.370215841505217, 48.88268036900067], [2.3702157248132125, 48.882680772185246], [2.3702129438959334, 48.88268724171377], [2.37020960738331, 48.88269500155366], [2.370209189285562, 48.882695972427534], [2.3702047616090516, 48.882703303843066], [2.3702006261336397, 48.88271015205751], [2.370200336680142, 48.88271063347416], [2.3701905254245648, 48.88272349261919], [2.3701766298333293, 48.88273806867881], [2.3701617758495046, 48.88275048310574], [2.370145284122801, 48.88276199857991], [2.3701271551888556, 48.882772345304964], [2.3701117525554594, 48.88277972419831], [2.3700419534021027, 48.882816685371594], [2.370025413181149, 48.88282544233408], [2.3700111593556863, 48.88283299093683], [2.369971085350149, 48.8828526093492], [2.3698253436990724, 48.882917045414956], [2.36963374585453, 48.882994552626506], [2.369633155265434, 48.88299478963762], [2.369553642005443, 48.88302468821458], [2.369449946760859, 48.88307514932436], [2.369350579600988, 48.88312931409064], [2.3692802483021116, 48.883171510595865], [2.369279882322783, 48.8831717793656], [2.3692331023296425, 48.883206300037465], [2.369222459572337, 48.88321415265641], [2.369183672122436, 48.883246726103216], [2.369179270548818, 48.88325042343158], [2.3691689024053146, 48.883259131853954], [2.369135080495747, 48.88329153989022], [2.3691270109997564, 48.883299269361494], [2.3691197085308047, 48.88330626812304], [2.369081828003462, 48.88334737553902], [2.369039726570391, 48.88339909614833], [2.36900267408361, 48.88345243336196], [2.368970529266915, 48.883507118440114], [2.3689485994144737, 48.88355200971015], [2.368915690441829, 48.88362056826644], [2.3689145237083222, 48.88362299929445], [2.36890979518612, 48.88363285438347], [2.36887793848414, 48.88371505677404], [2.3688597050371762, 48.8837727955129], [2.3688225270344017, 48.883836113629], [2.3688166637154144, 48.8838460985287], [2.3688040410778046, 48.88386539989969], [2.3688011012836667, 48.883869881937784], [2.3687872167545927, 48.883885400378105], [2.368785267620433, 48.88388757816578], [2.368783582500451, 48.883889462365865], [2.3687753809019463, 48.88389862823877], [2.3687698989607204, 48.88390381093932], [2.3687548781557637, 48.88391800766881], [2.368746354553623, 48.883926062971135], [2.3687409022278247, 48.88393048949203], [2.368723871815254, 48.88394431409218], [2.3687143264607116, 48.88395206273013], [2.368701652240426, 48.8839613282226], [2.3686790436658467, 48.88397364670801], [2.368651770592709, 48.88398850727267], [2.368643856897352, 48.883992819185686], [2.368624235191761, 48.88400217124155], [2.36859160004221, 48.88401772207819], [2.3685830578880065, 48.88402179325043], [2.3685600877171376, 48.88403131469664], [2.3685303141821312, 48.884043657419234], [2.368524892338618, 48.884045905020685], [2.3685196705886886, 48.88404807003977], [2.36847344443736, 48.88406481361442], [2.3683853858789123, 48.88409199172527], [2.368373250711056, 48.884095032184504], [2.36836891612537, 48.88409611908716], [2.368358451067203, 48.884098739376576], [2.368315309119384, 48.884109547412976], [2.3682437298458248, 48.88412404551266], [2.3682020091081926, 48.884130892276076], [2.368116461619051, 48.884143728377595], [2.368114338659985, 48.884144045427774], [2.3680699585046385, 48.88414877907982], [2.3680262610502236, 48.8841534398762], [2.3680255756140527, 48.88415351270098], [2.367979038940042, 48.8841566080533], [2.3679382846867303, 48.88415932112263], [2.3679359932779844, 48.88415947270355], [2.367848998627136, 48.88416165473796], [2.367577260364711, 48.8841794715836], [2.367480351706071, 48.884185825123076], [2.3668897882295825, 48.88422454405003], [2.3667812231591863, 48.88423166096842], [2.366756816118182, 48.88423326308731], [2.3664715663043916, 48.884251952055315], [2.364854974528724, 48.88435795696529], [2.364685889119478, 48.88436904340793], [2.365803615296344, 48.885544294580384], [2.3661945314554753, 48.885955342110506], [2.3665680115715957, 48.886384917372325], [2.366793030006966, 48.88664142158829], [2.3670895334681017, 48.887396373617506], [2.3675798580072835, 48.88864506436506], [2.368125457100417, 48.88970309007638], [2.3683104756068287, 48.89007614839181], [2.369521375285911, 48.892917903611036], [2.370023638089051, 48.89402905173356], [2.3704242588605315, 48.894523085066226], [2.370519120365795, 48.894639326933486], [2.3717890147352816, 48.895410435472485], [2.371788597406368, 48.89541077142672], [2.3717314914884597, 48.89545668418704], [2.371403789485655, 48.89571981895958], [2.371301250657844, 48.895803932546926], [2.371281378449044, 48.89585775668806], [2.3712590850015998, 48.89591814571873], [2.3712517547419756, 48.89592416053856], [2.371207869716683, 48.89596015912335], [2.3707112395974472, 48.896367553704074], [2.370448065835758, 48.89658343650536], [2.370400323652517, 48.896622599882114], [2.3703884401015296, 48.896632348054126], [2.370334735688909, 48.897703196503464], [2.370295465883789, 48.89832534797829], [2.3702484689273056, 48.8998453170512], [2.370222779270187, 48.90038938474225], [2.37020932457851, 48.90086955283496], [2.3701671095086057, 48.901434684052425], [2.3701650048114793, 48.9015209242839], [2.370166120504882, 48.90157437721114], [2.3701737196084753, 48.90161927759152], [2.370192132697506, 48.901672013889886], [2.370212702726588, 48.90171548421494], [2.370233274643013, 48.901760379955014], [2.3702614129819195, 48.901808123126905], [2.37029345197318, 48.901859538006946], [2.370537157276737, 48.90186476164794], [2.370770320742352, 48.901869760339785], [2.3719967361603507, 48.90189604319185], [2.372086678990319, 48.90189796984863], [2.3721586501556846, 48.90189951265285], [2.3726108014630496, 48.90190919788804], [2.372806043192516, 48.901913378836056], [2.3729108742697744, 48.90191562475146], [2.3752630590814885, 48.90196599932522], [2.376478017825511, 48.90199200024085], [2.3783945098659656, 48.902032988299034], [2.37931935841722, 48.902052746476095], [2.379500353911104, 48.90205661245411], [2.379593523966385, 48.90205860324912], [2.3796545199676156, 48.902059905732614], [2.3797153809645795, 48.90206120478797], [2.37976617732609, 48.902062289817266], [2.3798132342274965, 48.90206329520792], [2.3798425348528207, 48.902063919963275], [2.380276591776248, 48.90207318937671], [2.380347428785486, 48.902074701604384], [2.3805323057345444, 48.902078648155694], [2.3810308038613544, 48.902089290413926], [2.381350658907553, 48.9020961176079], [2.381883307622457, 48.90210748398511], [2.3835191599072822, 48.902142378239795], [2.38353097564778, 48.90214263060965], [2.3844351341776946, 48.90216190642628], [2.3847607879927266, 48.90210036530475], [2.384997292061219, 48.90205567100828], [2.3881995971989025, 48.90145044242501], [2.3883002485635476, 48.90143141718611], [2.3883994821247794, 48.90141266071128], [2.388563691394836, 48.90138162303765], [2.3888024050595695, 48.90133650174172], [2.3888576877522443, 48.90132605146083], [2.388916853061442, 48.90131486824061], [2.3890144319632025, 48.901296422969075], [2.3890499431400416, 48.90128971089685], [2.3891022289759007, 48.90127982796979], [2.3891382158937953, 48.901273025668885], [2.389420898052486, 48.90121959202154], [2.3894286961321605, 48.901218118234496]]], ""type"": ""Polygon""}"
